"Plate","Well","Sample","Ct"
17,"C5","0222.3Chk.Up.1",NA
17,"C6","0222.3Chk.Up.1",NA
17,"D4","0222.5Sqm.Up.3",NA
17,"D5","0222.5Sqm.Up.3",NA
17,"E2","St5",NA
17,"E4","0222.3Chk.Up.2",NA
17,"F4","0921.4Pad.Up.11.1",NA
17,"F5","0921.4Pad.Up.11.1",NA
17,"F6","0921.4Pad.Up.11.1",NA
17,"G4","0222.3Chk.Up.3",NA
17,"G5","0222.3Chk.Up.3",NA
17,"H2","St8",NA
17,"H4","0222.5Sqm.Dn.1",NA
20,"C4","0921.4Pad.Up5.1",NA
20,"C5","0921.4Pad.Up5.1",NA
20,"C6","0921.4Pad.Up5.1",NA
20,"C7","1021.4Pad.Up5.1",NA
20,"C8","1021.4Pad.Up5.1",NA
20,"C9","1021.4Pad.Up5.1",NA
20,"C12","0122.4Pad.Dn.1",NA
20,"D4","0921.4Pad.Up5.2",NA
20,"D5","0921.4Pad.Up5.2",NA
20,"D6","0921.4Pad.Up5.2",NA
20,"D7","1021.4Pad.Up5.2",NA
20,"D8","1021.4Pad.Up5.2",NA
20,"D9","1021.4Pad.Up5.2",NA
20,"E4","0921.4Pad.Up5.3",NA
20,"E5","0921.4Pad.Up5.3",NA
20,"E6","0921.4Pad.Up5.3",NA
20,"E10","0222.4Pad.Dn.1",NA
20,"G4","1021.4Pad.Dn.2",NA
20,"G5","1021.4Pad.Dn.2",NA
20,"G6","1021.4Pad.Dn.2",NA
21,"A7","0521.4Pad.Up5.1",NA
21,"A8","0521.4Pad.Up5.1",NA
21,"B7","0521.4Pad.Up5.3",NA
21,"B9","0521.4Pad.Up5.3",NA
21,"C7","0621.4Pad.Up5.1",NA
21,"C8","0621.4Pad.Up5.1",NA
21,"C9","0621.4Pad.Up5.1",NA
21,"D7","0621.4Pad.Up5.2",NA
21,"D8","0621.4Pad.Up5.2",NA
21,"D9","0621.4Pad.Up5.2",NA
21,"E4","0222.4Pad.Up5.2",NA
21,"E7","0621.4Pad.Up5.3",NA
21,"E8","0621.4Pad.Up5.3",NA
21,"E9","0621.4Pad.Up5.3",NA
21,"E10","1021.4Pad.Up11.3",NA
21,"E11","1021.4Pad.Up11.3",NA
21,"E12","1021.4Pad.Up11.3",NA
21,"F6","0222.4Pad.Up5.3",NA
21,"F7","0721.4Pad.Dn.2",NA
21,"F10","1021.4Pad.Up5.3",NA
21,"F11","1021.4Pad.Up5.3",NA
21,"F12","1021.4Pad.Up5.3",NA
21,"G7","0721.4Pad.Up5.2",NA
21,"G8","0721.4Pad.Up5.2",NA
21,"G9","0721.4Pad.Up5.2",NA
22,"A4","1121.4Pad.Dn.1",NA
22,"A5","1121.4Pad.Dn.1",NA
22,"A6","1121.4Pad.Dn.1",NA
22,"A11","0122.4Pad.Up5.1",NA
22,"A12","0122.4Pad.Up5.1",NA
22,"B4","1121.4Pad.Dn.2",NA
22,"B10","0122.4Pad.Up5.2",NA
22,"B11","0122.4Pad.Up5.2",NA
22,"B12","0122.4Pad.Up5.2",NA
22,"C5","1121.4Pad.Dn.3",NA
22,"C6","1121.4Pad.Dn.3",NA
22,"C9","1221.4Pad.Up5.2",NA
22,"C11","0122.4Pad.Up5.3",NA
22,"C12","0122.4Pad.Up5.3",NA
22,"D4","1121.4Pad.Up11.2",NA
22,"D5","1121.4Pad.Up11.2",NA
22,"D6","1121.4Pad.Up11.2",NA
22,"D7","1221.4Pad.Up5.3",NA
22,"D8","1221.4Pad.Up5.3",NA
22,"D9","1221.4Pad.Up5.3",NA
22,"D10","0222.4Pad.Up5.1",NA
22,"D12","0222.4Pad.Up5.1",NA
22,"E9","0122.4Pad.Dn.2",NA
22,"F4","1221.4Pad.Dn.2",NA
22,"F6","1221.4Pad.Dn.2",NA
22,"F7","0122.4Pad.Dn.3",NA
22,"F8","0122.4Pad.Dn.3",NA
22,"F9","0122.4Pad.Dn.3",NA
22,"G4","1221.4Pad.Dn.3",NA
22,"G5","1221.4Pad.Dn.3",NA
22,"G6","1221.4Pad.Dn.3",NA
22,"G7","0122.4Pad.Up11.2",NA
22,"G8","0122.4Pad.Up11.2",NA
22,"G9","0122.4Pad.Up11.2",NA
22,"H4","1221.4Pad.Up11.2",NA
22,"H7","0122.4Pad.Up11.3",NA
22,"H8","0122.4Pad.Up11.3",NA
22,"H9","0122.4Pad.Up11.3",NA
24,"A7","1121.4Pad.Up5.3",NA
24,"A8","1121.4Pad.Up5.3",NA
24,"B9","1121.4Pad.Up11.1",NA
24,"C7","1121.4Pad.Up11.3",NA
24,"C8","1121.4Pad.Up11.3",NA
24,"D7","1121.4Pad.Up5.1",NA
24,"D9","1121.4Pad.Up5.1",NA
24,"E8","1121.4Pad.Up5.2",NA
24,"F5","0122.4Pad.Up11.1",NA
24,"F7","0921.4Pad.Up11.1",NA
24,"F8","0921.4Pad.Up11.1",NA
24,"F9","0921.4Pad.Up11.1",NA
18,"A7","0321.4Pad.Up5.3",NA
18,"A8","0321.4Pad.Up5.3",NA
18,"A9","0321.4Pad.Up5.3",NA
18,"B12","0421.4Pad.Up5.3",NA
18,"E4","0321.4Pad.Up.11.2",NA
18,"F5","0321.4Pad.Up.11.3",NA
18,"H3","St8",NA
18,"H4","0321.4Pad.Up5.2",NA
18,"H5","0321.4Pad.Up5.2",NA
18,"H6","0321.4Pad.Up5.2",NA
19,"A5","0521.4Pad.Up5.2",NA
19,"A6","0521.4Pad.Up5.2",NA
19,"B10","0821.4Pad.Up5.1",NA
19,"B11","0821.4Pad.Up5.1",NA
19,"B12","0821.4Pad.Up5.1",NA
19,"C10","0821.4Pad.Up5.2",NA
19,"C11","0821.4Pad.Up5.2",NA
19,"C12","0821.4Pad.Up5.2",NA
19,"D10","0821.4Pad.Up5.3",NA
19,"D11","0821.4Pad.Up5.3",NA
19,"D12","0821.4Pad.Up5.3",NA
19,"E7","0721.4Pad.Up5.1",NA
19,"E8","0721.4Pad.Up5.1",NA
19,"E9","0721.4Pad.Up5.1",NA
19,"G2","St7",NA
19,"H3","St8",NA
